Latitude,Longitude,Sample Date,pet,ppt,q,soil,tmax,tmin,aet,month,pet_lag1,ppt_lag1,q_lag1,tmax_lag1,tmin_lag1,aet_lag1,pet_lag2,ppt_lag2,q_lag2,tmax_lag2,tmin_lag2,aet_lag2,pet_lag3,ppt_lag3,q_lag3,tmax_lag3,tmin_lag3,aet_lag3,ppt_roll3_sum,q_roll3_sum,ppt_roll6_sum,q_roll6_sum,ppt_roll12_sum,q_roll12_sum,tmin_roll3_mean,tmax_roll3_mean,soil_roll3_mean,tmin_roll6_mean,tmax_roll6_mean,soil_roll6_mean,tmin_roll12_mean,tmax_roll12_mean,soil_roll12_mean
-28.141944,26.417778,04-01-2011,93.8,90.9,4.5,4.8,23.88,8.78,87.700005,1,202.90001,119.80000000000001,6.0,30.25,14.849999,114.0,194.8,85.80000000000001,4.3,30.5,13.49,81.700005,189.0,18.900000000000002,0.9,28.949999,10.28,18.2,392.6,19.6,413.5,20.6,413.5,20.6,14.959999,29.64,8.6,12.408,29.151999,6.0,12.408,29.151999,6.0
-27.398611,26.614722,04-01-2011,100.9,97.2,4.9,2.9,24.8,9.87,92.700005,1,200.3,114.10000000000001,5.7,30.179998,15.599999,108.4,193.8,83.10000000000001,4.2,30.859999,14.5,79.0,193.0,21.200000000000003,1.1,30.01,11.48,20.2,370.40000000000003,18.6,393.1,19.800000000000004,393.1,19.800000000000004,15.713333,29.799997,1.7666668,13.384,29.666,1.26,13.384,29.666,1.26
-33.501667,21.624167,04-01-2011,100.200005,16.3,0.8,0.1,24.55,9.33,15.5,1,175.2,31.400000000000002,1.6,27.49,13.009999,29.800001,157.5,20.400000000000002,1.0,25.619999,10.83,19.4,135.0,37.800000000000004,1.9000000000000001,22.99,8.389999,35.9,67.5,3.4000000000000004,113.10000000000002,5.7,113.10000000000002,5.7,12.54,27.54,0.1,10.572,25.6,0.1,10.572,25.6,0.1
-32.502778,19.535833,04-01-2011,119.9,16.2,0.8,0.6,27.06,10.92,15.400001,1,226.7,7.9,0.4,32.149998,15.33,7.5,200.7,8.1,0.4,29.779999,12.41,7.7000003,160.2,6.7,0.30000000000000004,25.869999,9.5,6.4,20.0,1.0,33.4,1.5999999999999999,33.4,1.5999999999999999,14.7,31.979998,0.6333333,12.254,29.269999,0.65999997,12.254,29.269999,0.65999997
-25.45963889,28.26430556,04-01-2011,103.6,141.9,7.1000000000000005,32.5,26.4,12.04,103.6,1,174.8,97.10000000000001,4.9,30.3,16.42,92.3,174.2,88.10000000000001,4.4,31.05,15.61,83.700005,193.1,16.7,0.8,32.48,14.0,15.900001,307.6,15.400000000000002,324.30000000000007,16.200000000000003,324.30000000000007,16.200000000000003,16.51,30.043333,1.4,14.817999,30.717999,1.44,14.817999,30.717999,1.44
-27.495556,26.074722,04-01-2011,99.700005,99.5,5.0,0.4,24.73,9.17,94.5,1,205.3,110.0,5.5,30.4,15.12,104.5,197.6,68.60000000000001,3.4000000000000004,30.9,13.86,65.200005,197.90001,13.100000000000001,0.7000000000000001,30.3,11.08,12.5,341.40000000000003,17.0,356.3,17.799999999999997,356.3,17.799999999999997,15.193334,29.963333,0.4,12.859999,29.734,0.44,12.859999,29.734,0.44
-26.648056,27.089444,05-01-2011,83.5,63.300000000000004,3.2,12.2,21.92,5.92,70.5,1,179.1,113.80000000000001,5.7,28.779999,14.929999,108.1,178.40001,78.80000000000001,3.9000000000000004,29.51,14.049999,74.9,191.8,14.100000000000001,0.7000000000000001,29.689999,11.71,13.400001,349.20000000000005,17.400000000000002,364.1,18.1,364.1,18.1,14.973332,28.373335,1.0333333,12.969999,28.6,0.98,12.969999,28.6,0.98
-26.970278,27.211111,05-01-2011,82.1,66.7,3.3000000000000003,14.900001,21.859999,6.14,72.5,1,180.1,117.0,5.800000000000001,28.89,15.07,111.200005,179.40001,85.60000000000001,4.3,29.66,14.12,81.4,190.2,17.6,0.9,29.51,11.65,16.800001,372.1,18.6,390.70000000000005,19.5,390.70000000000005,19.5,15.126666,28.516668,5.5,13.044001,28.64,4.0,13.044001,28.64,4.0
-27.38972222,26.46388889,05-01-2011,83.200005,97.4,4.9,9.7,22.81,6.98,83.200005,1,202.3,113.60000000000001,5.7,30.34,15.559999,107.9,195.0,79.0,4.0,31.019999,14.429999,75.1,193.6,18.8,0.9,29.929998,11.4,17.9,362.80000000000007,18.2,383.20000000000005,19.2,383.20000000000005,19.2,15.709999,29.946665,0.4333333,13.356,29.768,0.45999998,13.356,29.768,0.45999998
-27.044444,27.005,05-01-2011,82.4,74.60000000000001,3.7,13.0,21.949999,6.25,75.6,1,185.6,115.80000000000001,5.800000000000001,29.34,15.33,110.1,183.3,81.80000000000001,4.1000000000000005,30.15,14.37,77.8,192.2,17.8,0.9,29.779999,11.719999,17.1,369.6,18.5,388.5,19.5,388.5,19.5,15.403333,28.963333,5.6333337,13.24,28.98,4.1600003,13.24,28.98,4.1600003
-30.830556,26.921389,06-01-2011,57.0,54.1,2.7,8.0,14.589999,-0.94,53.100002,1,182.40001,124.60000000000001,6.2,28.56,12.5199995,118.4,180.90001,66.3,3.3000000000000003,28.289999,10.969999,63.0,161.6,50.900000000000006,2.5,25.56,8.349999,48.3,328.9,16.4,386.6,19.200000000000003,386.6,19.200000000000003,12.523334,28.393333,0.5,10.348,27.036,0.5,10.348,27.036,0.5
-27.00222,28.76528,06-01-2011,70.0,26.400000000000002,1.3,15.6,17.38,-2.55,37.100002,1,159.8,110.30000000000001,5.5,27.109999,13.19,105.0,157.3,106.2,5.300000000000001,27.63,12.07,101.200005,166.1,31.5,1.6,27.949999,9.679999,30.300001,395.9,19.8,427.8,21.4,427.8,21.4,13.179999,26.789999,15.466667,11.013999,26.966,11.0,11.013999,26.966,11.0
-27.02314,28.59389,06-01-2011,72.4,27.0,1.3,13.5,17.869999,-2.26,32.600002,1,162.1,112.9,5.6000000000000005,27.359999,13.33,107.5,159.6,105.9,5.300000000000001,27.81,12.23,101.0,170.2,33.1,1.7000000000000002,28.42,10.17,31.800001,398.0,19.900000000000002,431.6,21.6,431.6,21.6,13.389999,27.043333,14.7,11.318,27.297998,10.54,11.318,27.297998,10.54
-30.679722,26.7125,06-01-2011,59.8,44.900000000000006,2.2,5.1,15.74,-0.61,44.4,1,189.0,121.30000000000001,6.1000000000000005,29.39,13.059999,115.3,183.3,68.4,3.4000000000000004,29.119999,11.259999,65.0,166.6,42.900000000000006,2.1,26.349998,8.54,40.8,325.0,16.3,374.70000000000005,18.700000000000003,374.70000000000005,18.700000000000003,13.0199995,29.31,0.4,10.714,27.891998,0.4,10.714,27.891998,0.4
-30.160091,27.40124,06-01-2011,57.4,53.800000000000004,2.7,15.900001,14.62,-0.44,54.0,1,177.0,158.20000000000002,7.9,27.92,13.299999,150.5,175.2,97.2,4.9,27.93,12.13,92.6,165.7,57.0,2.8000000000000003,25.99,9.7,54.4,462.40000000000003,49.7,524.7,52.8,524.7,52.8,13.443334,27.773333,12.033334,11.331999,26.828,8.360001,11.331999,26.828,8.360001
-32.595833,19.009444,06-01-2011,52.7,73.2,3.7,19.1,19.279999,6.42,52.7,1,214.8,8.8,0.4,32.3,15.67,8.5,186.8,12.100000000000001,0.6000000000000001,29.88,12.96,11.6,147.5,12.200000000000001,0.6000000000000001,25.81,10.25,11.7,25.400000000000002,1.2,49.400000000000006,2.4000000000000004,49.400000000000006,2.4000000000000004,15.07,32.01,2.8333333,12.82,29.208002,2.98,12.82,29.208002,2.98
-25.99136,27.84208,10-01-2011,173.2,48.0,2.4000000000000004,6.3,28.539999,11.05,46.7,1,168.5,108.9,5.4,28.13,15.11,103.8,166.6,89.4,4.5,28.529999,14.49,85.3,178.90001,16.900000000000002,0.8,29.21,12.33,16.4,358.6,17.9,375.70000000000005,18.7,375.70000000000005,18.7,15.333333,27.753332,6.0333333,13.528,28.156,5.32,13.528,28.156,5.32
-26.73806,27.59194,10-01-2011,179.40001,39.5,2.0,5.3,28.34,10.179999,38.5,1,172.6,114.80000000000001,5.7,28.019999,14.61,109.200005,171.5,91.4,4.6000000000000005,28.539999,13.599999,87.0,184.2,17.2,0.9,28.81,11.45,16.5,372.80000000000007,18.6,390.70000000000005,19.5,390.70000000000005,19.5,14.643333,27.636665,6.9,12.69,27.857998,5.2,12.69,27.857998,5.2
-26.45,28.085833,10-01-2011,172.90001,45.300000000000004,2.3000000000000003,5.6,27.91,10.01,43.9,1,166.0,106.30000000000001,5.300000000000001,27.56,14.099999,101.200005,164.2,99.4,5.0,27.97,13.219999,94.700005,177.5,18.8,0.9,28.43,11.19,18.2,361.80000000000007,18.1,381.00000000000006,19.0,381.00000000000006,19.0,14.19,27.199999,5.433334,12.414,27.508001,4.76,12.414,27.508001,4.76
-30.86013889,29.07125,10-01-2011,138.0,28.8,1.4000000000000001,9.900001,25.609999,10.95,30.1,1,136.2,192.8,9.600000000000001,26.21,14.98,136.2,135.8,136.70000000000002,6.800000000000001,26.32,13.969999,130.2,130.5,104.4,5.2,24.92,11.679999,99.6,541.4,102.50000000000001,650.5,107.9,650.5,107.9,15.116666,26.143333,35.533337,13.307999,25.702,23.12,13.307999,25.702,23.12
-27.356667,27.286389,10-01-2011,185.8,31.6,1.6,3.7,29.06,10.19,30.5,1,186.0,116.9,5.800000000000001,29.16,14.96,111.200005,181.7,88.5,4.4,29.76,13.929999,84.200005,190.0,20.6,1.0,29.32,11.37,19.800001,385.8,19.200000000000003,407.6,20.3,407.6,20.3,15.013333,28.71,8.366668,12.809999,28.658,5.9,12.809999,28.658,5.9
-27.01011111,26.69808333,11-01-2011,191.7,44.300000000000004,2.2,2.3,30.09,12.559999,42.3,1,192.3,114.7,5.7,29.539999,15.53,109.0,187.6,72.8,3.6,30.3,14.66,69.200005,195.8,16.3,0.8,29.91,11.849999,15.5,356.0,17.700000000000003,373.5,18.6,373.5,18.6,15.646667,29.229998,2.4333334,13.483999,29.178,1.9,13.483999,29.178,1.9
-25.73411,27.21422,11-01-2011,182.5,56.2,2.8000000000000003,5.6,29.99,12.88,54.2,1,177.1,114.2,5.7,29.17,15.009999,108.6,176.7,80.5,4.0,30.09,14.37,76.700005,194.6,11.9,0.6000000000000001,30.529999,12.429999,11.5,345.4,17.2,357.6,17.8,357.6,17.8,15.193333,28.946669,2.5333333,13.431999,29.286,2.6799998,13.431999,29.286,2.6799998
-26.98472222,26.63227778,11-01-2011,192.0,44.300000000000004,2.2,2.7,30.16,12.74,42.4,1,191.0,115.10000000000001,5.800000000000001,29.63,15.61,109.4,188.0,71.5,3.6,30.369999,14.83,68.0,196.7,15.5,0.8,30.15,12.19,14.900001,356.90000000000003,17.9,373.6,18.8,373.6,18.8,15.813333,29.336668,3.9333334,13.691999,29.310001,3.16,13.691999,29.310001,3.16
-27.398611,26.614722,11-01-2011,197.40001,45.2,2.3000000000000003,2.7,30.63,12.32,43.2,1,200.3,114.10000000000001,5.7,30.179998,15.599999,108.4,193.8,83.10000000000001,4.2,30.859999,14.5,79.0,193.0,21.200000000000003,1.1,30.01,11.48,20.2,370.40000000000003,18.6,393.1,19.800000000000004,393.1,19.800000000000004,15.713333,29.799997,1.7666668,13.384,29.666,1.26,13.384,29.666,1.26
-27.671111,27.236944,11-01-2011,192.1,42.2,2.1,2.9,30.029999,11.679999,40.5,1,186.7,122.4,6.1000000000000005,29.449999,14.809999,116.5,185.1,90.30000000000001,4.5,30.14,13.79,86.0,189.3,21.400000000000002,1.1,29.39,11.11,20.5,407.40000000000003,26.700000000000003,430.1,27.900000000000002,430.1,27.900000000000002,14.8533325,29.063332,10.8,12.684,28.965998,7.4800005,12.684,28.965998,7.4800005
-29.160278,26.573333,11-01-2011,199.1,29.5,1.5,2.7,29.3,9.62,28.4,1,199.90001,127.0,6.4,29.67,13.84,120.8,194.1,85.0,4.3,29.779999,12.3,80.9,181.2,29.3,1.5,27.97,9.07,28.1,407.5,29.0,439.6,30.6,439.6,30.6,13.926666,29.4,8.833333,11.294001,28.651999,6.1400003,11.294001,28.651999,6.1400003
-34.250556,20.9925,11-01-2011,140.2,51.900000000000006,2.6,12.3,24.189999,12.67,52.8,1,166.3,37.4,1.9000000000000001,27.42,16.73,35.9,144.90001,32.7,1.6,25.439999,14.41,31.5,118.5,52.6,2.6,22.869999,12.07,50.5,83.8,4.2,148.39999999999998,7.400000000000001,148.39999999999998,7.400000000000001,16.073334,27.393333,4.566667,14.051999,25.499998,5.0000005,14.051999,25.499998,5.0000005
-25.45963889,28.26430556,11-01-2011,182.8,54.2,2.7,5.7000003,31.4,14.759999,52.2,1,174.8,97.10000000000001,4.9,30.3,16.42,92.3,174.2,88.10000000000001,4.4,31.05,15.61,83.700005,193.1,16.7,0.8,32.48,14.0,15.900001,307.6,15.400000000000002,324.30000000000007,16.200000000000003,324.30000000000007,16.200000000000003,16.51,30.043333,1.4,14.817999,30.717999,1.44,14.817999,30.717999,1.44
-25.81048333,27.90955222,12-01-2011,164.1,100.5,5.0,5.1,28.97,16.56,96.1,1,173.1,104.10000000000001,5.2,29.17,16.13,99.0,171.6,85.4,4.3,29.679998,15.639999,81.1,187.0,15.9,0.8,30.65,13.559999,15.1,338.9,17.0,354.9,17.8,354.9,17.8,16.37,28.816666,1.3000001,14.567999,29.312,1.34,14.567999,29.312,1.34
-27.273889,28.49,12-01-2011,164.3,104.7,5.2,4.4,27.599998,14.009999,100.1,1,162.6,124.4,6.2,27.21,13.179999,118.5,160.90001,105.0,5.300000000000001,27.769999,11.96,100.1,167.5,42.900000000000006,2.1,27.75,9.63,41.100002,422.1,29.5,466.0,31.6,466.0,31.6,13.263333,26.949997,15.933334,11.0199995,27.041998,11.08,11.0199995,27.041998,11.08
-27.4275,28.525833,12-01-2011,163.6,107.7,5.4,3.8,27.46,13.75,102.8,1,161.0,132.5,6.6000000000000005,27.039999,12.94,126.1,157.2,106.2,5.300000000000001,27.58,11.79,101.1,164.7,38.800000000000004,1.9000000000000001,27.39,9.22,37.2,441.2,46.10000000000001,481.1,48.10000000000001,481.1,48.10000000000001,13.043332,26.796667,13.900002,10.745999,26.794,9.700001,10.745999,26.794,9.700001
-28.883333,27.89,12-01-2011,164.2,105.80000000000001,5.300000000000001,3.3,26.349998,12.929999,101.0,1,164.40001,173.20000000000002,8.700000000000001,26.619999,13.0199995,164.40001,166.1,107.30000000000001,5.4,27.17,11.96,102.200005,162.5,32.9,1.6,25.8,9.63,31.6,548.7,122.80000000000001,584.4000000000001,124.5,584.4000000000001,124.5,13.166667,26.54,11.599999,11.184,26.039999,8.14,11.184,26.039999,8.14
-27.00222,28.76528,13-01-2011,161.6,95.4,4.800000000000001,5.0,27.63,14.11,91.200005,1,159.8,110.30000000000001,5.5,27.109999,13.19,105.0,157.3,106.2,5.300000000000001,27.63,12.07,101.200005,166.1,31.5,1.6,27.949999,9.679999,30.300001,395.9,19.8,427.8,21.4,427.8,21.4,13.179999,26.789999,15.466667,11.013999,26.966,11.0,11.013999,26.966,11.0
-27.02314,28.59389,13-01-2011,163.1,97.60000000000001,4.9,4.8,27.8,14.2,93.3,1,162.1,112.9,5.6000000000000005,27.359999,13.33,107.5,159.6,105.9,5.300000000000001,27.81,12.23,101.0,170.2,33.1,1.7000000000000002,28.42,10.17,31.800001,398.0,19.900000000000002,431.6,21.6,431.6,21.6,13.389999,27.043333,14.7,11.318,27.297998,10.54,11.318,27.297998,10.54
-30.534167,24.961944,13-01-2011,205.0,44.900000000000006,2.2,0.0,29.9,13.13,42.600002,1,216.40001,80.4,4.0,30.789999,14.179999,76.3,211.1,38.400000000000006,1.9000000000000001,30.429998,12.48,36.4,181.40001,14.100000000000001,0.7000000000000001,27.14,9.29,13.400001,213.5,10.600000000000001,234.5,11.600000000000001,234.5,11.600000000000001,14.206666,30.606665,0.0,11.696,28.947998,0.0,11.696,28.947998,0.0
-28.460833,21.248889,13-01-2011,244.7,52.300000000000004,2.6,0.0,33.62,16.89,49.600002,1,249.1,34.7,1.7000000000000002,35.16,18.3,32.9,240.5,26.0,1.3,33.64,15.849999,24.7,204.1,0.4,0.0,30.67,12.17,0.4,135.60000000000002,6.7,138.5,6.800000000000001,138.5,6.800000000000001,18.0,34.649998,0.0,15.228,32.786,0.0,15.228,32.786,0.0
-29.658056,25.973333,14-01-2011,186.90001,71.0,3.6,2.2,28.289999,12.61,67.700005,1,201.40001,105.5,5.300000000000001,29.42,13.759999,100.200005,199.90001,60.0,3.0,29.59,12.099999,57.0,178.0,17.8,0.9,27.26,8.87,16.9,312.4,15.600000000000001,334.70000000000005,16.700000000000003,334.70000000000005,16.700000000000003,13.756665,29.300001,0.2,11.171999,28.266,0.2,11.171999,28.266,0.2
-28.760833,17.730278,16-01-2011,257.5,1.3,0.1,0.0,34.98,19.64,1.2,1,240.0,0.8,0.0,35.34,20.439999,0.8,219.6,3.0,0.1,32.94,17.35,2.8,189.6,0.1,0.0,29.88,14.599999,0.1,12.100000000000001,0.5,14.5,0.6000000000000001,14.5,0.6000000000000001,19.606667,34.679996,0.0,17.36,32.652,0.0,17.36,32.652,0.0
-25.513889,31.224444,17-01-2011,149.40001,105.80000000000001,5.300000000000001,13.2,28.0,17.51,102.200005,1,147.7,151.6,7.6000000000000005,28.99,17.96,144.3,136.5,108.30000000000001,5.4,29.57,17.24,103.6,151.0,37.1,1.9000000000000001,30.17,15.7699995,36.100002,404.29999999999995,20.2,446.9,22.400000000000002,446.9,22.400000000000002,17.999998,28.789999,12.866666,16.569998,29.046,11.719999,16.569998,29.046,11.719999
-26.861111,28.884722,17-01-2011,161.0,89.0,4.5,5.2000003,27.43,14.009999,85.200005,1,159.6,100.9,5.0,26.93,13.08,96.200005,156.3,107.2,5.4,27.439999,12.179999,102.200005,165.8,27.1,1.4000000000000001,27.699999,9.63,26.1,383.1,19.200000000000003,410.3,20.6,410.3,20.6,13.119999,26.593332,14.466667,10.976,26.763998,10.52,10.976,26.763998,10.52
-31.554722,29.245556,17-01-2011,123.700005,106.2,5.300000000000001,36.100002,24.68,16.57,115.3,1,118.700005,193.9,75.2,24.82,16.69,118.700005,123.4,133.6,10.200000000000001,25.25,16.26,123.4,116.1,190.10000000000002,27.8,23.58,14.2,116.1,515.7,158.9,716.0,187.2,716.0,187.2,16.99,25.0,50.5,15.604001,24.584,41.28,15.604001,24.584,41.28
-28.058889,30.373611,17-01-2011,158.0,99.60000000000001,5.0,4.2000003,28.029999,14.679999,95.0,1,148.8,143.70000000000002,7.2,27.76,14.059999,136.90001,147.90001,114.4,5.7,28.22,13.219999,109.200005,151.90001,45.0,2.2,28.099998,11.73,43.3,553.1,130.5,598.7,132.70000000000002,598.7,132.70000000000002,14.13,27.326666,20.433334,12.609999,27.414001,14.360001,12.609999,27.414001,14.360001
-25.127778,27.628889,18-01-2011,169.3,112.2,5.6000000000000005,6.1,31.17,17.97,107.1,1,186.90001,100.0,5.0,31.88,17.96,95.0,187.5,78.10000000000001,3.9000000000000004,32.739998,17.289999,74.200005,200.90001,11.3,0.6000000000000001,33.52,15.41,10.7,285.5,14.3,296.8,14.9,296.8,14.9,18.006666,31.65,1.1333333,16.210001,31.973999,1.1600001,16.210001,31.973999,1.1600001
-25.20639,27.558,18-01-2011,170.0,112.9,5.6000000000000005,6.5,31.109999,17.91,108.0,1,187.6,101.30000000000001,5.1000000000000005,31.789999,17.88,96.200005,187.1,77.80000000000001,3.9000000000000004,32.59,17.039999,73.9,198.90001,11.4,0.6000000000000001,33.239998,15.139999,10.900001,289.20000000000005,14.5,300.6,15.100000000000001,300.6,15.100000000000001,17.839998,31.47,1.1333333,16.023998,31.759998,1.1600001,16.023998,31.759998,1.1600001
-24.69514,27.40906,18-01-2011,172.90001,121.0,6.0,7.0,31.609999,18.789999,115.6,1,194.1,103.7,5.2,32.579998,19.039999,98.5,190.40001,77.60000000000001,3.9000000000000004,33.19,18.56,73.700005,204.40001,11.3,0.6000000000000001,33.89,16.97,10.8,289.5,14.500000000000002,300.90000000000003,15.1,300.90000000000003,15.1,19.146666,32.096664,1.4,17.439999,32.280003,1.4200001,17.439999,32.280003,1.4200001
-25.681111,31.783333,18-01-2011,149.2,65.4,3.3000000000000003,10.7,29.599998,18.289999,63.100002,1,144.90001,114.7,5.7,30.63,18.72,109.4,132.1,81.9,4.1000000000000005,31.23,17.98,78.3,145.8,30.900000000000002,1.5,31.76,16.47,29.9,320.3,16.0,356.4,17.8,356.4,17.8,18.99,30.643333,7.0333333,17.470001,30.728,7.4800005,17.470001,30.728,7.4800005
-27.802778,28.768333,18-01-2011,159.1,107.80000000000001,5.4,3.3,26.91,13.11,102.8,1,155.0,144.20000000000002,7.2,26.49,12.309999,137.2,153.8,110.0,5.5,26.9,11.33,104.700005,157.0,30.900000000000002,1.5,26.51,8.54,29.6,477.0,76.9,509.00000000000006,78.5,509.00000000000006,78.5,12.456666,26.21,12.100001,10.221999,26.122,8.440001,10.221999,26.122,8.440001
-27.398611,26.614722,18-01-2011,191.90001,84.9,4.2,2.5,29.939999,15.61,80.9,1,200.3,114.10000000000001,5.7,30.179998,15.599999,108.4,193.8,83.10000000000001,4.2,30.859999,14.5,79.0,193.0,21.200000000000003,1.1,30.01,11.48,20.2,370.40000000000003,18.6,393.1,19.800000000000004,393.1,19.800000000000004,15.713333,29.799997,1.7666668,13.384,29.666,1.26,13.384,29.666,1.26
-31.104278,29.399722,18-01-2011,134.1,101.80000000000001,5.1000000000000005,21.6,25.75,16.289999,115.700005,1,127.9,194.9,65.0,25.9,16.47,127.9,129.5,167.4,8.4,25.92,15.48,129.5,123.1,151.6,7.6000000000000005,24.38,13.37,123.1,562.7,152.3,721.1999999999999,160.2,721.1999999999999,160.2,16.596666,25.833334,56.566666,14.970001,25.36,40.06,14.970001,25.36,40.06
-31.396,29.2651,18-01-2011,134.5,98.7,4.9,23.9,25.96,17.63,119.5,1,128.90001,185.3,56.400000000000006,26.099998,17.77,128.90001,130.7,150.9,20.200000000000003,26.16,16.92,130.7,121.700005,179.10000000000002,9.3,24.4,14.86,121.700005,523.5,141.10000000000002,711.7,150.9,711.7,150.9,17.943335,26.146667,49.600002,16.416,25.572,39.980003,16.416,25.572,39.980003
-33.38056,19.30167,18-01-2011,194.3,13.4,0.7000000000000001,8.2,26.59,11.87,14.400001,1,192.2,18.6,0.9,27.939999,13.48,18.4,167.8,27.3,1.4000000000000001,25.289999,10.84,26.9,134.3,27.0,1.4000000000000001,21.779999,8.24,27.0,55.2,2.8000000000000003,102.39999999999999,5.200000000000001,102.39999999999999,5.200000000000001,12.75,27.65,5.6666665,10.676,25.044,6.5800004,10.676,25.044,6.5800004
