Latitude,Longitude,Sample Date,ppt_mean,ppt_3m,ppt_6m,time_y,aet_mean,aet_3m,aet_6m,water_balance_3m,water_balance_6m
-30.679722,26.7125,2011-01-06,134.65806451612903,314.77096774193546,361.8838709677419,2011-01-01,127.93871,299.0419464111328,343.80646228790283,15.729021330802652,18.077408679839095
-30.160091,27.40124,2011-01-06,204.19047619047623,458.7142857142858,522.804761904762,2011-01-01,140.44763,382.6333465576172,444.11429500579834,76.08093915666859,78.69046689896368
-32.595833,19.009444,2011-01-06,5.2,28.31666666666667,53.43333333333334,2011-01-01,5.1000004,27.283334732055664,51.48333549499512,1.033331934611006,1.94999783833822
-25.99136,27.84208,2011-01-10,166.82000000000002,371.31714285714287,388.3514285714286,2011-01-01,142.29713,337.2142791748047,354.3599931001663,34.10286368233818,33.991435471262264
-26.73806,27.59194,2011-01-10,168.71538461538464,377.223076923077,395.1538461538462,2011-01-01,145.01538,343.4307632446289,360.92307311296463,33.79231367844807,34.23077304088156
-26.45,28.085833,2011-01-10,158.49655172413793,367.1965517241379,386.4172413793103,2011-01-01,141.68275,340.42413330078125,359.3068927526474,26.77241842335667,27.110348626662926
-30.86013889,29.07125,2011-01-10,216.3,551.7466666666667,664.3266666666667,2011-01-01,121.92667,386.3000030517578,494.22000646591187,165.44666361490886,170.10666020075485
-27.356667,27.286389,2011-01-10,182.66923076923075,391.5076923076923,413.4153846153846,2011-01-01,151.26154,349.93460845947266,371.13845229148865,41.57308384821965,42.27693232389595
-27.01011111,26.69808333,2011-01-11,167.03333333333333,353.79999999999995,371.26666666666665,2011-01-01,155.33333,332.8333435058594,349.50001072883606,20.96665649414058,21.766655937830592
-25.73411,27.21422,2011-01-11,149.17500000000004,343.17500000000007,355.37500000000006,2011-01-01,140.82501,325.4250183105469,337.32501870393753,17.749981689453193,18.049981296062526
-26.98472222,26.63227778,2011-01-11,160.79999999999998,342.1833333333334,356.0083333333333,2011-01-01,151.25833,323.6833267211914,336.9624927043915,18.500006612141988,19.045840628941846
-27.398611,26.614722,2011-01-11,175.12571428571428,374.8,396.86857142857144,2011-01-01,159.16856,348.9314270019531,369.99142837524414,25.868572998046886,26.877143053327302
-27.671111,27.236944,2011-01-11,193.61666666666667,407.2166666666667,430.03333333333336,2011-01-01,152.08333,355.34999084472656,377.51665914058685,51.866675821940134,52.51667419274651
-29.160278,26.573333,2011-01-11,205.66250000000002,426.13750000000005,460.03125,2011-01-01,153.0375,362.81876373291016,395.500013589859,63.31873626708989,64.53123641014099
-34.250556,20.9925,2011-01-11,13.967391304347826,82.11956521739131,144.47826086956522,2011-01-01,13.367392,78.35434913635254,137.9282636642456,3.7652160810387727,6.549997205319613
-25.45963889,28.26430556,2011-01-11,121.036,303.68,319.932,2011-01-01,115.032005,288.6360092163086,304.1440081782639,15.043990783691413,15.787991821736114
-25.81048333,27.90955222,2011-01-12,150.46666666666667,345.4,362.675,2011-01-01,141.77501,327.1416778564453,343.78334568440914,18.258322143554665,18.89165431559087
-27.273889,28.49,2011-01-12,192.70000000000002,422.1,466.0,2011-01-01,136.3,354.9000015258789,397.4000037908554,67.19999847412112,68.59999620914459
-27.4275,28.525833,2011-01-12,210.41785714285717,453.9607142857143,491.3321428571429,2011-01-01,133.85,365.7035903930664,401.91787827014923,88.25712389264788,89.41426458699368
-28.883333,27.89,2011-01-12,270.5772727272727,555.6363636363636,592.9227272727273,2011-01-01,132.54546,401.6454772949219,437.8091115951538,153.99088634144175,155.11361567757353
-27.00222,28.76528,2011-01-13,179.93333333333334,395.9555555555556,427.55555555555554,2011-01-01,134.78888,340.6222152709961,371.51110392808914,55.33334028455948,56.0444516274664
-27.02314,28.59389,2011-01-13,178.27000000000004,395.27000000000004,425.55000000000007,2011-01-01,136.47,343.26000213623047,372.92000353336334,52.00999786376957,52.629996466636726
-30.534167,24.961944,2011-01-13,92.82857142857144,210.0,231.0857142857143,2011-01-01,88.17858,199.48572540283203,219.5142970085144,10.514274597167969,11.571417277199885
-28.460833,21.248889,2011-01-13,78.71000000000001,143.76,147.02,2011-01-01,74.759995,136.54999542236328,139.65999567508698,7.21000457763671,7.360004324913035
-29.658056,25.973333,2011-01-14,141.72500000000002,301.95833333333337,323.36666666666673,2011-01-01,134.63333,286.90000915527344,307.250009059906,15.058324178059934,16.116657606760725
-28.760833,17.730278,2011-01-16,11.412500000000001,16.75416666666667,19.479166666666668,2011-01-01,10.858334,15.916666865348816,18.52083370834589,0.8374998013178541,0.9583329583207778
-25.513889,31.224444,2011-01-17,147.34736842105266,409.8105263157895,453.1,2011-01-01,124.189476,370.0052719116211,413.4894847869873,39.80525440416841,39.61051521301272
-26.861111,28.884722,2011-01-17,177.2,386.61249999999995,414.7,2011-01-01,133.9875,333.58748626708984,361.1874881386757,53.02501373291011,53.5125118613243
-31.554722,29.245556,2011-01-17,190.21428571428572,518.0514285714286,700.5885714285714,2011-01-01,111.80856,348.13714599609375,474.97429180145264,169.91428257533482,225.61427962711878
-28.058889,30.373611,2011-01-17,287.17500000000007,546.075,591.9750000000001,2011-01-01,127.525,374.30001068115234,419.1750091314316,171.7749893188477,172.79999086856856
-25.127778,27.628889,2011-01-18,114.45000000000002,299.35,310.975,2011-01-01,108.775,284.5250015258789,295.6500022895634,14.824998474121116,15.324997710436605
-25.20639,27.558,2011-01-18,119.35000000000001,308.0615384615385,319.9076923076923,2011-01-01,113.411545,292.76539611816406,304.1038577891886,15.296142343374413,15.803834518503663
-24.69514,27.40906,2011-01-18,111.65454545454548,296.4363636363637,308.0454545454546,2011-01-01,106.08182,281.66363525390625,292.7090908065438,14.772728382457444,15.33636373891079
-25.681111,31.783333,2011-01-18,125.0,318.9,354.75,2011-01-01,119.05,304.1000061035156,339.35000705718994,14.799993896484352,15.399992942810059
-27.802778,28.768333,2011-01-18,218.16000000000003,470.0400000000001,502.2800000000001,2011-01-01,129.52,369.2400207519531,400.54002273082733,100.79997924804695,101.73997726917275
-27.398611,26.614722,2011-01-18,175.12571428571428,374.8,396.86857142857144,2011-01-01,159.16856,348.9314270019531,369.99142837524414,25.868572998046886,26.877143053327302
-31.104278,29.399722,2011-01-18,207.824,580.2959999999999,736.484,2011-01-01,115.74801,363.4800262451172,492.1040253639221,216.81597375488275,244.37997463607792
-31.396,29.2651,2011-01-18,194.46216216216217,546.391891891892,741.5864864864866,2011-01-01,115.20001,359.38379669189453,486.1432476043701,187.00809519999746,255.44323888211647
-33.38056,19.30167,2011-01-18,9.72857142857143,63.642857142857146,122.77142857142859,2011-01-01,10.2,64.6571455001831,129.6571455001831,-1.0142883573259596,-6.885716928754519
-33.31388889,19.07472222,2011-01-18,8.23,51.986666666666665,98.44666666666667,2011-01-01,8.45,51.87333393096924,99.82333278656006,0.1133327356974263,-1.376666119893386
-27.495556,26.074722,2011-01-18,163.68571428571428,342.25714285714287,357.1142857142857,2011-01-01,155.52144,325.17859649658203,339.3000258207321,17.078546360560836,17.814259893553583
-24.39619444,27.08983333,2011-01-19,100.20000000000002,266.28000000000003,276.20000000000005,2011-01-01,95.18,252.98001098632812,262.42001114040613,13.299989013671905,13.779988859593914
-26.970278,27.211111,2011-01-19,169.68571428571425,371.29999999999995,389.4142857142857,2011-01-01,148.08333,339.84761810302734,357.38095116615295,31.45238189697261,32.03333454813276
-26.880278,26.965,2011-01-19,165.15000000000003,358.55000000000007,375.35,2011-01-01,149.75,333.6500015258789,349.8000020980835,24.899998474121162,25.549997901916527
-27.273889,28.49,2011-01-19,192.70000000000002,422.1,466.0,2011-01-01,136.3,354.9000015258789,397.4000037908554,67.19999847412112,68.59999620914459
-27.3,28.586944,2011-01-19,196.23548387096776,427.8387096774194,466.70322580645166,2011-01-01,133.4742,354.0419464111328,391.75807654857635,73.79676326628658,74.9451492578753
-27.044444,27.005,2011-01-19,175.27999999999997,376.5228571428571,396.21999999999997,2011-01-01,150.81714,342.24571228027344,361.2857131958008,34.27714486258367,34.93428680419919
-30.568333,29.422778,2011-01-19,275.7307692307693,650.223076923077,763.8538461538462,2011-01-01,116.77693,370.3154067993164,479.26924753189087,279.90767012376057,284.58459862195537
-30.570833,29.150556,2011-01-19,272.6,619.1302325581395,717.9162790697675,2011-01-01,120.93953,385.1837158203125,480.1744124889374,233.94651673782698,237.7418665808301
-34.031944,22.053333,2011-01-19,20.79310344827586,94.64137931034482,164.1689655172414,2011-01-01,19.782759,90.02069091796875,156.17241382598877,4.620688392376067,7.99655169125262
-33.13083,18.86278,2011-01-19,6.745454545454546,43.027272727272724,84.04545454545455,2011-01-01,6.69091,41.822728633880615,81.7545485496521,1.2045440933921086,2.290905995802447
-33.7075,18.97444444,2011-01-19,11.721428571428573,85.4,177.75,2011-01-01,12.792857,89.00714588165283,207.35715198516846,-3.6071458816528263,-29.607151985168457
-25.57877778,29.12747222,2011-01-19,129.86315789473684,339.44210526315794,361.71578947368425,2011-01-01,123.54736,323.1000061035156,344.8473762869835,16.342099159642316,16.868413186700764
-26.006389,29.253889,2011-01-20,149.7,365.85,391.75,2011-01-01,133.4,339.4000015258789,365.00000190734863,26.449998474121116,26.749998092651367
-27.02314,28.59389,2011-01-20,178.27000000000004,395.27000000000004,425.55000000000007,2011-01-01,136.47,343.26000213623047,372.92000353336334,52.00999786376957,52.629996466636726
-30.679722,26.7125,2011-01-20,134.65806451612903,314.77096774193546,361.8838709677419,2011-01-01,127.93871,299.0419464111328,343.80646228790283,15.729021330802652,18.077408679839095
-28.460833,21.248889,2011-01-20,78.71000000000001,143.76,147.02,2011-01-01,74.759995,136.54999542236328,139.65999567508698,7.21000457763671,7.360004324913035
-30.77586667,29.03221667,2011-01-20,237.92272727272723,568.6409090909091,668.5681818181819,2011-01-01,124.33636,385.17272186279297,481.159095287323,183.4681872281161,187.40908653085887
-24.925278,29.324444,2011-01-21,88.72,279.94,297.28,2011-01-01,84.28999,265.96998596191406,282.459987282753,13.970014038085935,14.820012717246982
-28.460833,21.248889,2011-01-21,78.71000000000001,143.76,147.02,2011-01-01,74.759995,136.54999542236328,139.65999567508698,7.21000457763671,7.360004324913035
-24.679167,30.8025,2011-01-24,180.78333333333333,515.05,557.45,2011-01-01,115.25001,369.00001525878906,418.5666847229004,146.0499847412109,138.88331527709965
-25.99136,27.84208,2011-01-24,166.82000000000002,371.31714285714287,388.3514285714286,2011-01-01,142.29713,337.2142791748047,354.3599931001663,34.10286368233818,33.991435471262264
-25.49037,30.6986,2011-01-24,152.0666666666667,429.6,473.1333333333333,2011-01-01,121.36667,378.2666778564453,424.26667737960815,51.33332214355471,48.86665595372517
-26.970278,27.211111,2011-01-24,169.68571428571425,371.29999999999995,389.4142857142857,2011-01-01,148.08333,339.84761810302734,357.38095116615295,31.45238189697261,32.03333454813276
-27.671111,27.236944,2011-01-24,193.61666666666667,407.2166666666667,430.03333333333336,2011-01-01,152.08333,355.34999084472656,377.51665914058685,51.866675821940134,52.51667419274651
-27.356667,27.286389,2011-01-24,182.66923076923075,391.5076923076923,413.4153846153846,2011-01-01,151.26154,349.93460845947266,371.13845229148865,41.57308384821965,42.27693232389595
-27.01011111,26.69808333,2011-01-25,167.03333333333333,353.79999999999995,371.26666666666665,2011-01-01,155.33333,332.8333435058594,349.50001072883606,20.96665649414058,21.766655937830592
-26.98472222,26.63227778,2011-01-25,160.79999999999998,342.1833333333334,356.0083333333333,2011-01-01,151.25833,323.6833267211914,336.9624927043915,18.500006612141988,19.045840628941846
-27.398611,26.614722,2011-01-25,175.12571428571428,374.8,396.86857142857144,2011-01-01,159.16856,348.9314270019531,369.99142837524414,25.868572998046886,26.877143053327302
-33.818056,19.694722,2011-01-25,10.936842105263159,72.65789473684211,137.42631578947368,2011-01-01,11.021052,71.72105121612549,138.54736614227295,0.9368435207166215,-1.1210503527992728
-25.45963889,28.26430556,2011-01-25,121.036,303.68,319.932,2011-01-01,115.032005,288.6360092163086,304.1440081782639,15.043990783691413,15.787991821736114
-33.897778,20.012778,2011-01-25,10.946153846153848,65.96666666666667,114.15384615384616,2011-01-01,10.56154,63.26666736602783,109.73076915740967,2.6999993006388365,4.423076996436492
-25.81048333,27.90955222,2011-01-26,150.46666666666667,345.4,362.675,2011-01-01,141.77501,327.1416778564453,343.78334568440914,18.258322143554665,18.89165431559087
-34.065833,20.404167,2011-01-26,11.681818181818185,67.30909090909093,115.67272727272729,2011-01-01,11.190909,64.24545574188232,110.48181915283203,3.063635167208602,5.190908119895255
-24.058889,31.237222,2011-01-26,98.85,299.25,318.15,2011-01-01,93.925,284.35000228881836,302.3750023841858,14.89999771118164,15.774997615814186
-26.648056,27.089444,2011-01-26,158.69722222222222,352.49722222222226,367.01944444444445,2011-01-01,146.66669,331.00557708740234,345.083355486393,21.49164513481992,21.93608895805147
-26.880278,26.965,2011-01-26,165.15000000000003,358.55000000000007,375.35,2011-01-01,149.75,333.6500015258789,349.8000020980835,24.899998474121162,25.549997901916527
-27.273889,28.49,2011-01-26,192.70000000000002,422.1,466.0,2011-01-01,136.3,354.9000015258789,397.4000037908554,67.19999847412112,68.59999620914459
-27.044444,27.005,2011-01-26,175.27999999999997,376.5228571428571,396.21999999999997,2011-01-01,150.81714,342.24571228027344,361.2857131958008,34.27714486258367,34.93428680419919
-34.092222,21.295278,2011-01-26,16.166666666666668,89.47500000000001,159.75833333333333,2011-01-01,15.483335,85.44167041778564,152.73333740234375,4.033329582214364,7.024995930989576
-27.02314,28.59389,2011-01-27,178.27000000000004,395.27000000000004,425.55000000000007,2011-01-01,136.47,343.26000213623047,372.92000353336334,52.00999786376957,52.629996466636726
-26.73806,27.59194,2011-01-27,168.71538461538464,377.223076923077,395.1538461538462,2011-01-01,145.01538,343.4307632446289,360.92307311296463,33.79231367844807,34.23077304088156
-28.760833,17.730278,2011-01-30,11.412500000000001,16.75416666666667,19.479166666666668,2011-01-01,10.858334,15.916666865348816,18.52083370834589,0.8374998013178541,0.9583329583207778
-26.861111,28.884722,2011-01-31,177.2,386.61249999999995,414.7,2011-01-01,133.9875,333.58748626708984,361.1874881386757,53.02501373291011,53.5125118613243
-26.73806,27.59194,2011-01-31,168.71538461538464,377.223076923077,395.1538461538462,2011-01-01,145.01538,343.4307632446289,360.92307311296463,33.79231367844807,34.23077304088156
-25.127778,27.628889,2011-02-01,49.275000000000006,268.675,360.25,2011-02-01,46.825,255.35000228881836,342.47500305250287,13.324997711181652,17.77499694749713
-24.69514,27.40906,2011-02-01,54.61818181818182,272.42727272727274,362.6636363636364,2011-02-01,51.909092,258.8727226257324,344.6181827560067,13.554550101540315,18.045453607629668
-27.363611,31.783333,2011-02-01,39.63333333333333,215.45,349.0833333333333,2011-02-01,37.966667,205.74999237060547,334.1333227157593,9.70000762939452,14.950010617574037
-27.802778,28.768333,2011-02-01,70.3,430.86000000000007,572.58,2011-02-01,86.74,351.7400131225586,487.28002059459686,79.11998687744148,85.29997940540318
-29.160278,26.573333,2011-02-01,108.51875000000001,447.74375,568.5500000000001,2011-02-01,118.05,398.12501525878906,513.5500166416168,49.618734741210915,54.99998335838325
-34.329722,18.990278,2011-02-01,6.0925925925925934,48.81481481481482,227.74074074074076,2011-02-01,7.459259,54.0222225189209,270.8481502532959,-5.207407704106082,-43.10740951255514
-25.20639,27.558,2011-02-02,54.126923076923084,282.7653846153846,374.0346153846154,2011-02-01,51.45385,268.73462677001953,355.5577075816691,14.030757845365088,18.4769078029463
-23.281,30.54305556,2011-02-03,52.04444444444445,338.5888888888889,442.65555555555557,2011-02-01,55.911114,316.255558013916,417.6111102104187,22.333330874972887,25.044445345136864
-28.801278,31.955389,2011-02-03,90.75555555555557,360.31111111111113,532.6666666666667,2011-02-01,102.98889,326.04444885253906,491.7666721343994,34.26666225857207,40.89999453226733
-27.00222,28.76528,2011-02-03,58.27777777777778,347.77777777777777,485.8333333333333,2011-02-01,77.53333,316.68888092041016,449.0444367527962,31.088896857367615,36.78889658053714
-27.02314,28.59389,2011-02-03,57.839999999999996,345.46,483.39000000000004,2011-02-01,73.65,314.3100051879883,446.57000505924225,31.1499948120117,36.819994940757795
-27.3,28.586944,2011-02-03,62.98709677419355,384.641935483871,529.6903225806452,2011-02-01,84.506454,337.3838806152344,476.2645310163498,47.258054868636634,53.42579156429542
-30.679722,26.7125,2011-02-03,98.51612903225806,350.0935483870968,460.4,2011-02-01,93.593544,332.60323333740234,437.4000062942505,17.49031504969446,22.99999370574949
-28.460833,21.248889,2011-02-03,142.57,257.16999999999996,289.59000000000003,2011-02-01,135.45999,244.28998565673828,275.1199871301651,12.880014343261678,14.470012869834932
-28.460833,21.248889,2011-02-04,142.57,257.16999999999996,289.59000000000003,2011-02-01,135.45999,244.28998565673828,275.1199871301651,12.880014343261678,14.470012869834932
-29.140556,31.391944,2011-02-07,96.3,352.0,525.4625000000001,2011-02-01,95.475,326.67501068115234,493.71250998973846,25.324989318847656,31.749990010261627
-25.99136,27.84208,2011-02-07,55.96857142857143,335.24285714285713,444.32,2011-02-01,60.62857,310.0485610961914,414.98856365680695,25.194296046665727,29.331436343193047
-24.058889,31.237222,2011-02-07,28.75,264.125,346.9,2011-02-01,27.35,251.02500343322754,329.7250027656555,13.099996566772461,17.17499723434446
-26.73806,27.59194,2011-02-07,61.20769230769231,346.42307692307696,456.3615384615385,2011-02-01,64.52308,320.3692321777344,425.44615203142166,26.053844745342587,30.915386430116826
-30.86013889,29.07125,2011-02-07,60.686666666666675,475.41333333333336,725.0133333333333,2011-02-01,90.84,346.7133331298828,585.0600028038025,128.70000020345054,139.95333052953083
-27.356667,27.286389,2011-02-07,72.76153846153846,374.4423076923077,486.17692307692306,2011-02-01,82.138466,346.5846176147461,453.2769181728363,27.857690077561585,32.90000490408676
-28.058889,30.373611,2011-02-07,69.175,500.2250000000001,661.1500000000001,2011-02-01,100.5,365.0750045776367,519.6750091314316,135.14999542236336,141.4749908685685
-27.01011111,26.69808333,2011-02-08,85.06666666666666,366.0,456.3333333333333,2011-02-01,81.63334,345.1666717529297,431.1333496570587,20.833328247070312,25.1999836762746
-27.169444,29.233889,2011-02-08,55.27727272727273,357.6772727272728,495.4363636363637,2011-02-01,79.53636,313.2818069458008,445.3045346438885,44.39546578147201,50.13182899247522
-26.98472222,26.63227778,2011-02-08,85.65833333333332,358.69166666666666,441.66666666666663,2011-02-01,81.93334,339.875,418.89583468437195,18.816666666666663,22.77083198229468
-27.398611,26.614722,2011-02-08,85.64857142857143,377.0171428571428,482.51714285714286,2011-02-01,83.60857,353.2457046508789,453.5999946594238,23.771438206263895,28.91714819771903
-27.573056,24.746389,2011-02-08,117.8837837837838,379.5270270270271,446.0756756756757,2011-02-01,111.98649,360.56488037109375,423.8270435333252,18.96214665593334,22.248632142350516
-33.501667,21.624167,2011-02-08,9.600000000000001,49.800000000000004,109.0,2011-02-01,9.1,47.30000019073486,103.49999952316284,2.499999809265141,5.500000476837158
-32.502778,19.535833,2011-02-08,3.394444444444445,15.483333333333334,35.727777777777774,2011-02-01,3.2277777,14.722223043441772,33.98333382606506,0.7611102898915618,1.7444439517127108
-25.45963889,28.26430556,2011-02-08,37.483999999999995,254.832,357.416,2011-02-01,35.636,242.2080078125,339.78000976517797,12.623992187499994,17.63599023482203
-26.970278,27.211111,2011-02-09,70.93095238095238,357.1047619047619,460.3452380952381,2011-02-01,72.695244,331.5452423095703,430.0761950016022,25.559519595191603,30.2690430936359
-27.273889,28.49,2011-02-09,63.2,380.3,529.2,2011-02-01,86.200005,341.00000762939453,483.6000083684921,39.29999237060548,45.59999163150792
-28.69485,28.23487,2011-02-09,98.93,544.23,699.3299999999999,2011-02-01,110.06999,392.86000061035156,541.110000371933,151.36999938964846,158.21999962806694
-28.883333,27.89,2011-02-09,100.7909090909091,544.3863636363636,693.7136363636364,2011-02-01,112.31363,407.2545471191406,550.1227407455444,137.131816517223,143.59089561809196
-27.02314,28.59389,2011-02-10,57.839999999999996,345.46,483.39000000000004,2011-02-01,73.65,314.3100051879883,446.57000505924225,31.1499948120117,36.819994940757795
-30.679722,26.7125,2011-02-10,98.51612903225806,350.0935483870968,460.4,2011-02-01,93.593544,332.60323333740234,437.4000062942505,17.49031504969446,22.99999370574949
-30.534167,24.961944,2011-02-10,93.49285714285715,265.3285714285714,324.5785714285714,2011-02-01,88.82143,252.0571517944336,308.33572340011597,13.271419634137828,16.242848028455455
-34.031944,22.053333,2011-02-10,12.448275862068966,81.04482758620689,176.61724137931034,2011-02-01,11.851725,77.08620834350586,168.02413845062256,3.958619242701033,8.593102928687784
-34.039722,22.133333,2011-02-10,12.448275862068966,81.04482758620689,176.61724137931034,2011-02-01,11.851725,77.08620834350586,168.02413845062256,3.958619242701033,8.593102928687784
-32.595833,19.009444,2011-02-10,1.8666666666666665,16.96666666666667,55.300000000000004,2011-02-01,1.8833333,16.483333706855774,53.366668820381165,0.48333295981089464,1.9333311796188397
-28.801278,31.955389,2011-02-11,90.75555555555557,360.31111111111113,532.6666666666667,2011-02-01,102.98889,326.04444885253906,491.7666721343994,34.26666225857207,40.89999453226733
-29.658056,25.973333,2011-02-11,96.60000000000001,341.8500000000001,419.96666666666675,2011-02-01,91.76666,324.76666259765625,399.01667165756226,17.08333740234383,20.949995009104498
-28.068333,31.55,2011-02-11,66.30555555555557,291.6333333333333,469.6666666666667,2011-02-01,64.93888,273.23888397216797,444.11111068725586,18.394449361165357,25.555555979410826
-28.760833,17.730278,2011-02-13,40.725,53.4375,60.204166666666666,2011-02-01,38.683334,50.77083456516266,57.20416805893183,2.6666654348373413,2.999998607734838
-29.7775,29.470833,2011-02-14,121.21333333333334,813.8866666666668,1080.0333333333333,2011-02-01,111.583336,357.8433303833008,576.7033441066742,456.043336283366,503.3299892266591
-29.987778,29.851667,2011-02-14,91.0923076923077,677.8538461538462,958.1846153846154,2011-02-01,104.26923,346.46923828125,578.0769534111023,331.38460787259623,380.10766197351313
-29.744167,29.905833,2011-02-14,102.25,716.71,984.73,2011-02-01,108.9,356.88999938964844,578.3849983215332,359.8200006103516,406.3450016784668
-26.861111,28.884722,2011-02-14,56.3375,336.625,471.03749999999997,2011-02-01,73.450005,305.6750030517578,434.6374927163124,30.949996948242188,36.40000728368756
-26.45,28.085833,2011-02-14,55.848275862068974,323.48275862068965,442.2655172413793,2011-02-01,55.896553,301.4965515136719,415.2034457921982,21.986207107017776,27.062071449181133
-31.396,29.2651,2011-02-14,45.883783783783784,435.372972972973,787.4702702702704,2011-02-01,74.562164,309.7973098754883,560.7054119110107,125.57566309748472,226.76485835925962
-25.20639,27.558,2011-02-15,54.126923076923084,282.7653846153846,374.0346153846154,2011-02-01,51.45385,268.73462677001953,355.5577075816691,14.030757845365088,18.4769078029463
-24.69514,27.40906,2011-02-15,54.61818181818182,272.42727272727274,362.6636363636364,2011-02-01,51.909092,258.8727226257324,344.6181827560067,13.554550101540315,18.045453607629668
-26.006389,29.253889,2011-02-15,40.2,292.1,431.95000000000005,2011-02-01,40.8,271.5999946594238,405.8000011444092,20.500005340576195,26.149998855590866
-27.802778,28.768333,2011-02-15,70.3,430.86000000000007,572.58,2011-02-01,86.74,351.7400131225586,487.28002059459686,79.11998687744148,85.29997940540318
-27.398611,26.614722,2011-02-15,85.64857142857143,377.0171428571428,482.51714285714286,2011-02-01,83.60857,353.2457046508789,453.5999946594238,23.771438206263895,28.91714819771903
-27.671111,27.236944,2011-02-15,76.76666666666667,392.55,506.8,2011-02-01,91.11667,359.39998626708984,468.6333278417587,33.15001373291017,38.16667215824128
-29.160278,26.573333,2011-02-15,108.51875000000001,447.74375,568.5500000000001,2011-02-01,118.05,398.12501525878906,513.5500166416168,49.618734741210915,54.99998335838325
-30.568333,29.422778,2011-02-15,68.72307692307693,563.3000000000001,832.5769230769232,2011-02-01,95.15385,338.66156005859375,574.4230942726135,224.63843994140632,258.1538288043097
