Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,blue,green,red,nir,swir16,swir22,NDMI,MNDWI,NDVI,EVI,SAVI,NMDI,FAI,turbidity,NDWI,red_green,swir_nir,swir2_nir,NDTI,BSI,AWEI,SI
-28.141944,26.417778,04-01-2011,94.718,227.9,132.0,9096.0,10013.5,10118.0,15680.5,16017.0,12737.0,-0.010615979178168592,-0.23063329555713402,0.2156133108514061,1.7022155578676785,0.3234136982053568,-0.02713600258054089,9.429568308405578e-07,0.6251794967846623,-0.22055732855919669,1.0104359115194386,1.021459774879621,0.8122827715952884,0.005190870029555646,0.026683558724453164,-62960.875,1.5995406201627642
-27.398611,26.614722,04-01-2011,86.8,226.3,114.0,8959.0,9853.0,9939.0,16111.0,14045.0,11547.0,0.06851041252155436,-0.17541216838229068,0.23692898272552784,1.8039399076401472,0.35538665284735416,0.15176669360170314,1.5031655493658036e-06,0.7015307938768195,-0.24102603604991527,1.0087283060996548,0.8717646328595315,0.7167152876916348,0.004345189975747755,-0.022138867370652703,-52550.0,1.4254541763929622
-33.501667,21.624167,04-01-2011,201.0,769.0,74.0,8694.0,9498.0,9356.0,13906.5,10460.5,8881.5,0.14142077399761915,-0.04822506701405393,0.1956152606125739,2.3511935517205744,0.29341658427545886,0.27953761914418757,4.119963705306873e-06,0.9079871899048716,-0.18836121258732294,0.9850494841019058,0.7522022076007568,0.6386581814259473,-0.007531558290017994,-0.06563406181483823,-31750.75,1.1013371236049578
-32.502778,19.535833,04-01-2011,10.387,73.0,10.0,10721.0,13249.0,14907.0,17653.0,20161.5,17332.5,-0.06633698713456461,-0.20689603567740616,0.08433660933660933,0.2572268954793263,0.12650297139171696,-0.16921883432271878,5.225992936175317e-07,0.6571435657069135,-0.1425150475697366,1.1251415201147172,1.1421004928340728,0.9818444457032744,0.05888620542690703,0.1055207471332307,-79727.625,1.5217374896218467
-25.45963889,28.26430556,04-01-2011,108.94,396.0,82.0,9225.5,10072.5,10516.0,15245.0,15570.0,13275.0,-0.01054681161771861,-0.2143901725650767,0.183572066301774,1.2919706035024452,0.2753527550802554,-0.025096525096524904,9.356954251416028e-07,0.6469171483622309,-0.20430532240545077,1.0440307768676986,1.0213184650705083,0.8707773040341038,0.021541151613764863,0.03195434810558478,-62307.5,1.5457930007445864
-27.495556,26.074722,04-01-2011,67.8,218.6,91.0,5007.0,5925.0,6640.5,9284.0,10702.5,9437.5,-0.07097290671203027,-0.287325214253494,0.16600207227856448,0.5709256619584467,0.24899529042386184,-0.1768923805960821,6.507871148642153e-07,0.5536089698668484,-0.22085607206259453,1.1207594936708671,1.152789745799212,1.0165338216285975,0.05694162588038632,0.0964784725295565,-47384.125,1.80632911392402
-26.648056,27.089444,05-01-2011,211.0,532.0,62.0,8535.0,9597.0,8963.5,19310.5,12954.5,9447.5,0.1969936463660307,-0.14888144912755183,0.36595458725330693,2.8488436123348015,0.5489221736900741,0.40218938842661184,2.5925837690010667e-06,0.7408236520128083,-0.33602006399723255,0.9339897884755556,0.6708526449340998,0.4892416043085343,-0.03413162360927759,-0.11911340641233008,-44238.25,1.3498489111180436
-26.970278,27.211111,05-01-2011,71.5,248.4,117.0,4084.0,4310.5,4125.0,4047.5,3892.5,3711.0,0.019521410579344842,0.05095696696330548,-0.00948302233098807,0.10578760578760579,-0.014223663281536767,0.04009311950336161,3.333334461785853e-07,1.10738599871545,0.03146685810002393,0.9569655492402052,0.9617047560222122,0.9168622606547024,-0.021990397723904664,-0.007059260635333414,-9545.125,0.9030274910103027
-27.38972222,26.46388889,05-01-2011,82.14,255.5,74.0,9610.5,10324.0,10453.0,10958.5,10769.0,10431.0,0.008721666091358838,-0.02109704641350201,0.023608808350652686,0.7904612978889758,0.03541238557818046,0.01784285108987319,1.5996829461073503e-06,0.9586776859504044,-0.029813226829554798,1.0124951569159142,0.9827074873385866,0.9518638499794593,0.006208788564277778,0.015625373884329125,-33204.875,1.0431034482758519
-27.044444,27.005,05-01-2011,83.0,220.9,85.0,9060.0,10073.0,10085.0,17317.0,16974.0,12699.5,0.01000262459537485,-0.25514844529892317,0.26392234143493176,1.8303300263211177,0.3958762886597938,0.02629863906459631,1.049789716489613e-06,0.5934370213267316,-0.26447608616283313,1.0011913034845528,0.9801928740543918,0.7333545071317161,0.0005952971524952844,0.012762931357137486,-66856.875,1.6850987789139116
-30.830556,26.921389,06-01-2011,62.099,145.0,10.0,4189.0,4491.0,4479.0,5266.5,3672.5,3764.5,0.1783197225640432,0.10026336742818522,0.08080652608896413,2.719267955801105,0.12120357069567002,0.29747130726881965,-9.764416972757317e-07,1.222872702518687,-0.07947732513451192,0.997327989311935,0.6973321940567607,0.7148011013006605,-0.0013377926421404534,-0.07406145283125988,-8395.0,0.8177466043197325
-27.00222,28.76528,06-01-2011,34.855,114.5,150.0,9184.0,10220.0,10398.5,13341.5,14180.5,12391.0,-0.03048470314657354,-0.16231224769984157,0.12396798652064027,1.0735390676296783,0.18594806343590067,-0.07262811634348967,7.781600288581103e-07,0.7207080145269862,-0.13248307620482566,1.0174657534246476,1.0628864820297488,0.9287561368661625,0.00865727380750293,0.04359456102920094,-53252.625,1.3875244618395168
-27.02314,28.59389,06-01-2011,41.408,148.8,152.0,9165.0,9947.5,9979.5,11843.5,12383.5,10943.5,-0.02228918149172402,-0.10908602391294565,0.0854144709709939,1.561662198391421,0.12811877104955666,-0.05190560868938288,7.753733370918781e-07,0.8032866314046853,-0.08700839796246157,1.0032168886654838,1.0455946299657952,0.9240089500569855,0.0016058613940884148,0.031230185721037935,-42799.5,1.2448856496607064
-30.679722,26.7125,06-01-2011,55.297,138.3,44.0,9297.0,10548.0,11938.0,13264.0,7764.0,7616.0,0.2615560205440353,0.15203145478374755,0.05261487183556861,0.21858824305166333,0.07892074198988196,0.41933516315949665,-3.176810423610732e-07,1.3585780525502142,-0.11406013774567444,1.1317785362153856,0.5853437876960149,0.5741857659831079,0.06181624121675682,-0.06764782433807333,-13124.0,0.7360637087599475
-30.160091,27.40124,06-01-2011,57.916,167.1,13.0,9063.0,10060.0,10522.5,14158.0,12037.5,10023.5,0.08094901796109989,-0.08948976128521287,0.14730252628593424,0.9750308426755351,0.2209493132369029,0.1746129776021066,2.399670847808011e-06,0.8357217030114157,-0.16921298207944505,1.045974155069572,0.850226020624376,0.7079742901539715,0.02247054536620905,-0.014438304099954098,-39014.125,1.1965705765407435
-32.595833,19.009444,06-01-2011,8.621,63.1,19.0,9227.5,10334.0,10903.5,15218.5,14735.0,12208.5,0.016141686280401236,-0.17555546691132407,0.16518643289181534,0.9434374795023722,0.24777490668963537,0.038094862905767114,1.1261909094173461e-06,0.701323379708173,-0.1911554642402896,1.0551093477840037,0.9682294575680851,0.8022144100929737,0.026815773984696756,0.02380976150305978,-54982.0,1.4258757499516022
-25.99136,27.84208,10-01-2011,82.432,283.8,32.0,10850.5,11970.0,12059.5,18631.5,17442.0,13264.5,0.03297434404756945,-0.18604651162790636,0.21413443680557817,1.7095440002081004,0.3211964224622452,0.08229555832295501,1.220992999151349e-06,0.6862745098039177,-0.2176854075780599,1.00747702589807,0.9361565091377456,0.7119394573705783,0.0037245885266027024,0.00033060093076877375,-63023.25,1.4571428571428449
-26.73806,27.59194,10-01-2011,55.3,189.1,105.0,8815.0,9235.0,9016.0,9156.0,8008.5,7740.0,0.06685309796382029,0.0711282512250989,0.007704160246533128,-0.12239902080783353,0.011555922410235245,0.12911392405063146,-1.3895805750507861e-07,1.1531497783604776,0.004295579359469306,0.9762858689767084,0.8746723460026117,0.8453473132372122,-0.01199934250178066,-0.027046334528725045,-18668.0,0.8671900378992867
-26.45,28.085833,10-01-2011,105.711,635.0,80.0,,,,,,,,,,,,,,,,,,,,,,
-30.86013889,29.07125,10-01-2011,40.861,95.6,10.0,9571.0,10819.0,12243.5,14367.0,10223.0,9142.0,0.1685237901586004,0.02832430377340544,0.07979932733319554,0.33083538466332224,0.11969674194881816,0.31190727081137803,-1.0509775165701285e-06,1.05829991196321,-0.14087191296752163,1.1316665126166825,0.7115612166771023,0.6363193429386745,0.06176693766937643,-0.031710286717882896,-26348.25,0.9449117293649972
-27.356667,27.286389,10-01-2011,64.1,164.0,151.0,13719.0,14628.0,14916.5,19240.0,18799.0,15277.0,0.011593364704645202,-0.12477936997038284,0.1265791284235797,1.8484395040615649,0.18986591328278243,0.028057004707977937,1.1135853128507733e-06,0.7781264960902134,-0.13617574111255462,1.0197224500956998,0.9770790020789971,0.794022869022865,0.009764930866997208,0.011346166825397998,-63505.75,1.2851380913316839
-27.01011111,26.69808333,11-01-2011,66.1,203.4,131.0,8555.0,9305.0,9014.5,13376.5,10536.5,8924.0,0.11876385229791278,-0.06206688002419141,0.1948104148988433,3.3025439127801333,0.2922090972020633,0.2414144848690901,2.8659669624175876e-06,0.8831205808380308,-0.1795075281617177,0.9687802256851051,0.7876873621649849,0.6671401338167632,-0.01585741968940192,-0.057385644548906024,-32811.125,1.1323481998925187
-25.73411,27.21422,11-01-2011,8.0,34.04,56.0,16956.5,18176.5,18607.5,22659.5,22309.5,18494.0,0.007783139496097294,-0.10208467124438052,0.09818983691569536,1.4204087355838328,0.1472829708608469,0.01857355126300139,1.0945441317744553e-06,0.8147425984446052,-0.1097805857576648,1.0237119357411988,0.9845539398486244,0.8161698183984607,0.011717050891692008,0.016154868190679576,-73055.375,1.2273815090914026
-26.98472222,26.63227778,11-01-2011,128.0,196.7,158.0,9115.5,10109.5,10227.0,15619.0,14906.0,12737.5,0.023357903357903283,-0.19174112050528597,0.20862028940648455,1.5645765023358384,0.3129243804770472,0.05300918181480203,1.1523843568284065e-06,0.6782168254394159,-0.21413996152127018,1.011622731094505,0.9543504705806969,0.8155131570523029,0.005777788705037712,0.007991176618037783,-58118.875,1.474454720807147
-27.398611,26.614722,11-01-2011,71.6,190.6,127.0,8959.0,9853.0,9939.0,16111.0,14045.0,11547.0,0.06851041252155436,-0.17541216838229068,0.23692898272552784,1.8039399076401472,0.35538665284735416,0.15176669360170314,1.5031655493658036e-06,0.7015307938768195,-0.24102603604991527,1.0087283060996548,0.8717646328595315,0.7167152876916348,0.004345189975747755,-0.022138867370652703,-52550.0,1.4254541763929622
-27.671111,27.236944,11-01-2011,75.096,275.7,71.0,8165.0,8250.0,8053.0,9244.0,8273.0,7882.0,0.05543186618713219,-0.0013919990316528393,0.06885587096028213,-0.8103143284800653,0.10328082092787975,0.10968033434993664,5.4136362450663e-06,0.9972198718723438,-0.056819480964902254,0.9761212121212003,0.8949588922544256,0.8526611856339155,-0.012083665583021456,-0.03210315695864819,-24078.5,1.0027878787878666
-29.160278,26.573333,11-01-2011,120.27,177.3,10.0,9180.0,10119.5,10288.0,15812.5,14322.0,12016.0,0.04946158058039772,-0.17194116564040599,0.21166261182735963,1.5890525225795318,0.3174878357151067,0.11035427386813675,1.3694843801204115e-06,0.7065703114090162,-0.21953570877680087,1.0166510203073174,0.9057391304347768,0.7599051383399161,0.008256768344971173,-0.007711304873746267,-53807.125,1.4152873165670101
-34.250556,20.9925,11-01-2011,26.8,304.5,12.0,8456.0,9019.0,9192.0,12323.0,13161.0,10800.5,-0.03288337780568187,-0.18674481514878186,0.1455263769463165,1.9298570019723866,0.21828449257512025,-0.08411543287327393,7.888629625085741e-07,0.6852822733834762,-0.1548121075812951,1.0191817274642307,1.0680029213665416,0.876450539641314,0.009499752896600905,0.0364926272836872,-49350.125,1.4592526887681398
-25.45963889,28.26430556,11-01-2011,132.0,489.0,82.0,9225.5,10072.5,10516.0,15245.0,15570.0,13275.0,-0.01054681161771861,-0.2143901725650767,0.183572066301774,1.2919706035024452,0.2753527550802554,-0.025096525096524904,9.356954251416028e-07,0.6469171483622309,-0.20430532240545077,1.0440307768676986,1.0213184650705083,0.8707773040341038,0.021541151613764863,0.03195434810558478,-62307.5,1.5457930007445864
-25.81048333,27.90955222,12-01-2011,131.0,584.0,10.0,8659.0,9615.5,9276.0,16735.5,13272.0,10257.0,0.11542114471382117,-0.15975969415619812,0.28677700247967247,2.503187919463087,0.4301572351222513,0.25243249152727487,1.8667415133677423e-06,0.7244951778179571,-0.27019847444119766,0.9646924236909057,0.79304472528457,0.6128887693824469,-0.017971045179048684,-0.0593732074881367,-47016.625,1.3802714367427447
-27.273889,28.49,12-01-2011,49.114,136.6,32.0,8666.5,9361.5,9474.0,12152.0,10278.0,8878.5,0.08354881854658902,-0.046666157488734206,0.12383242393415334,1.6744825861314325,0.1857443414329642,0.1742850499883732,3.330846084281802e-06,0.9108289550496117,-0.12970925232993236,1.0120173049190726,0.8457867017774783,0.730620473996044,0.0059727641952695395,-0.026287573483195853,-31119.875,1.097900977407455
-27.4275,28.525833,12-01-2011,62.326,163.9,45.0,8088.0,8743.0,8455.0,18529.0,11258.0,9223.0,0.24409977506966046,-0.12574371281435867,0.3733323450933887,2.9284883720930233,0.5599881413403991,0.4408269673820757,3.5940065572503954e-06,0.7766033043169233,-0.35882956878850103,0.9670593617751233,0.6075881051324918,0.4977602676884857,-0.016746133271310523,-0.1490179149579103,-40055.5,1.2876586983872664
-28.883333,27.89,12-01-2011,117.44,271.7,10.0,8327.5,9091.0,9150.0,14776.5,12553.5,9830.5,0.0813391877058175,-0.15997135530966225,0.23515767036549431,1.9478968322658818,0.35272913445062065,0.18442775957190705,1.6531521396245807e-06,0.7241805074282015,-0.2382109563213575,1.006489935100638,0.8495584204649217,0.6652793286637522,0.003234471794309505,-0.03125592813703056,-44578.0,1.380871191288072
-27.00222,28.76528,13-01-2011,63.848,190.9,62.0,9184.0,10220.0,10398.5,13341.5,14180.5,12391.0,-0.03048470314657354,-0.16231224769984157,0.12396798652064027,1.0735390676296783,0.18594806343590067,-0.07262811634348967,7.781600288581103e-07,0.7207080145269862,-0.13248307620482566,1.0174657534246476,1.0628864820297488,0.9287561368661625,0.00865727380750293,0.04359456102920094,-53252.625,1.3875244618395168
-27.02314,28.59389,13-01-2011,62.806,192.7,35.0,9165.0,9947.5,9979.5,11843.5,12383.5,10943.5,-0.02228918149172402,-0.10908602391294565,0.0854144709709939,1.561662198391421,0.12811877104955666,-0.05190560868938288,7.753733370918781e-07,0.8032866314046853,-0.08700839796246157,1.0032168886654838,1.0455946299657952,0.9240089500569855,0.0016058613940884148,0.031230185721037935,-42799.5,1.2448856496607064
-30.534167,24.961944,13-01-2011,100.962,142.6,80.0,9901.0,11013.5,12218.0,14747.0,16798.5,14373.5,-0.06503304750281319,-0.20800373939306702,0.09378824402002596,0.4582019784759213,0.14067975746787562,-0.1664908294108086,5.521233106264845e-07,0.6556240140488696,-0.1449311931057239,1.109365778362908,1.139113039940319,0.9746728148097852,0.05184770677743559,0.08140390761117669,-66353.875,1.525264448177223
-28.460833,21.248889,13-01-2011,102.898,353.0,51.0,10731.0,11862.0,12598.0,15179.5,12592.5,11313.0,0.09315137548610078,-0.029871802735692697,0.0929349293492935,0.6274304880419989,0.13939988480092158,0.18611510791366773,-0.0004693637220043456,0.9419892793329288,-0.12268180389401476,1.062046872365528,0.8295727790770392,0.7452814651338928,0.03008994276369571,-0.014089743840629314,-37827.625,1.061583206879101
-29.658056,25.973333,14-01-2011,86.742,107.0,85.0,9362.5,10765.0,11213.0,13799.0,12335.0,10254.0,0.056018979107675615,-0.06796536796536767,0.10339037262114185,0.5953449823882865,0.1550824587706147,0.12493599590373677,2.304812369402498e-06,0.8727199027158421,-0.12351408565380231,1.0416163492800645,0.8939053554605342,0.7430973258931752,0.020384020384020294,0.008274548004153313,-37928.25,1.1458430097538213
-28.760833,17.730278,16-01-2011,95.398,297.2,64.0,8889.0,9603.0,9178.0,8988.5,7916.0,7761.0,0.06344464491703355,0.09629545065357557,-0.010431288360443674,0.18151340996168583,-0.015646501899047725,0.12141280353200745,1.5015757526271045e-07,1.2131126831733046,0.033052739154990185,0.9557429969801005,0.8806808700005465,0.8634366134505105,-0.02262925296842542,-0.022403957508256658,-16841.875,0.8243257315422178
-25.513889,31.224444,17-01-2011,63.165,155.5,11.0,8486.0,9116.5,9137.5,14776.0,12424.0,9895.0,0.0864705882352938,-0.15354796778161997,0.2357873167875886,2.366333725029377,0.35367358032951407,0.19204703192618444,1.71565443451982e-06,0.733781390856401,-0.23687349586690384,1.002303515603565,0.8408229561450945,0.6696670276123398,0.0011504327818560253,-0.03793768893549134,-44135.25,1.3628037075631947
-26.861111,28.884722,17-01-2011,101.685,315.4,114.0,8692.0,9585.0,9273.0,17864.0,13916.0,10705.0,0.12422907488986745,-0.1842900302114796,0.3165788406972031,2.5836039937447373,0.4748595117457393,0.2694328806387752,1.8503124010749161e-06,0.6887755102040767,-0.30161390214579764,0.9674491392801151,0.7789968652037574,0.5992498880429882,-0.016544702513522025,-0.0676851944919086,-51228.75,1.4518518518518366
-31.554722,29.245556,17-01-2011,58.2,197.2,12.0,8559.5,9449.0,8850.0,19036.0,13890.0,10112.5,0.15628986211504536,-0.19028235999828533,0.36527289679409025,3.206875924818185,0.5478995212737346,0.33725464495199176,2.021031832555309e-06,0.680273578113746,-0.3365631033877479,0.9366070483648964,0.72967009876024,0.5312303004832921,-0.032734029181922336,-0.09646273504782887,-50332.375,1.4699968250608375
-28.058889,30.373611,17-01-2011,58.0,220.0,100.0,8452.5,9326.0,9431.0,14514.0,13432.5,10732.5,0.03869894262251073,-0.18043807808071632,0.21227813739820423,1.648772259885173,0.31841055730721846,0.09154393092940502,1.2702730600722134e-06,0.6942862460450349,-0.21761744966442953,1.0112588462363177,0.9254857379082202,0.7394584539065678,0.005597910113557576,-0.0022474361771765167,-49568.875,1.4403281149474432
-25.127778,27.628889,18-01-2011,131.0,415.0,163.0,4984.0,5237.0,5122.0,8069.0,6858.0,5222.0,0.0811281570308831,-0.1340223232740791,0.2234099006898643,5.181082981715893,0.3351021491111701,0.18824809575625387,1.6975809558061883e-06,0.7636337124525989,-0.21283631444461146,0.9780408630895364,0.849919444788687,0.6471681744949728,-0.011101457669659127,-0.04286342028522334,-22861.75,1.309528355928942
-25.20639,27.558,18-01-2011,102.0,516.0,90.0,10039.0,10466.5,9985.0,14137.5,10315.5,8536.0,0.1562998405103662,0.007265903185448912,0.17214219090061147,-8.345056270096464,0.25820793433652534,0.3092733452014864,1.2564296412165277e-05,1.0146381658668895,-0.14920338156397334,0.9539960827401619,0.729655172413788,0.6037842617152919,-0.023543505366354432,-0.08714616543381953,-26404.375,0.985573018678632
-24.69514,27.40906,18-01-2011,124.0,509.0,158.0,9934.0,10739.0,10524.0,15543.0,11919.5,9642.5,0.13194355939918023,-0.05209965355164706,0.1925422948555645,2.9996414056896965,0.2888079025606598,0.27314186642544647,3.596560418372974e-06,0.9009606107638668,-0.1827866981203866,0.9799795139212126,0.7668725471273192,0.620375731840696,-0.010111461223721911,-0.06330276186600711,-35124.625,1.1099264363534675
-25.681111,31.783333,18-01-2011,53.322,247.7,10.0,9454.0,10766.5,10965.0,13542.5,10288.5,9312.0,0.13654483655742464,0.022702445974827727,0.10517188615729879,0.7645191908406004,0.1577546107393504,0.2589527295877745,-3.810051566688344e-06,1.046459639403207,-0.11419638816899091,1.0184368179073884,0.7597194018829554,0.6876130699649201,0.009134206106343285,-0.039389830508474485,-27081.625,0.9556030279106399
-27.802778,28.768333,18-01-2011,41.891,116.9,23.0,8857.5,9803.5,9811.5,12128.5,9325.0,8486.0,0.13067797795231487,0.02501502992916316,0.10560619872379216,1.2682686518145492,0.15840568811102756,0.2483280924753067,-4.762590833706781e-06,1.0513136729222408,-0.10600948385920117,1.0008160350894986,0.7688502287999277,0.6996743208146045,0.00040785113433596535,-0.046096329989407325,-24454.625,0.9511909012087423
-27.398611,26.614722,18-01-2011,133.319,323.7,139.0,9253.5,10247.0,10126.0,15515.5,12823.0,10403.5,0.09501208603137042,-0.11166016471608102,0.21018661154768636,1.960887756958341,0.31527376959675535,0.2055971288943173,1.9983308447990566e-06,0.7991109724713343,-0.2045026686074721,0.9881916658534109,0.8264638587219179,0.6705230253617307,-0.005939233298974104,-0.038140743534934324,-42792.5,1.251390650922209
-31.104278,29.399722,18-01-2011,52.984,129.0,10.0,,,,,,,,,,,,,,,,,,,,,,
-31.396,29.2651,18-01-2011,35.741,89.2,10.0,9782.5,11835.5,13003.0,12488.0,8894.0,8335.0,0.16808530539706218,0.14189922574109293,-0.02020320897571692,-0.07512435633743235,-0.03030421905340996,0.3012825886495071,1.2533382687252015e-07,1.3307285810658722,-0.026825909100252843,1.0986439102699412,0.7122037155669385,0.6674407431133835,0.04700364353725045,-0.008456444218033602,-14277.25,0.7514680410628977
-33.38056,19.30167,18-01-2011,32.968,174.3,41.0,9321.5,10445.0,10724.0,15604.5,15982.0,13060.5,-0.01195130831209532,-0.20952056608771255,0.18536946654765749,1.2154758050457002,0.27804891944243987,-0.029764251360088072,9.282048267778009e-07,0.6535477412088558,-0.19806522198122806,1.026711345141206,1.0241917395622993,0.8369701047774627,0.013179649487458015,0.03447474434459243,-61965.5,1.5301101005265532
-33.31388889,19.07472222,18-01-2011,30.257,208.2,23.0,8765.0,9546.5,9965.0,13162.5,12786.0,10889.0,0.014509509220186083,-0.14505765140490254,0.1382553237487839,1.1077813192904655,0.20737850224835697,0.03342062047845162,1.1334632290527225e-06,0.746636946660404,-0.1592320225461271,1.0438380558319693,0.9713960113960041,0.8272744539411143,0.021448889116674672,0.018431684143379885,-46193.375,1.3393390247734631
-27.495556,26.074722,18-01-2011,176.0,458.0,91.0,9454.5,11044.0,11481.0,17938.0,17576.0,14017.5,0.01019316325955958,-0.22823200559049536,0.21948400693429415,1.0142150318071155,0.32922041503084687,0.025174727911262386,1.0593939805403352e-06,0.6283568502503378,-0.23787178248568078,1.0395689967403021,0.9798193778570579,0.7814416322889911,0.019400665926747974,0.02948653221020553,-69160.625,1.5914523723288518
-24.39619444,27.08983333,19-01-2011,120.0,508.0,142.0,,,,,,,,,,,,,,,,,,,,,,
-26.970278,27.211111,19-01-2011,63.9,202.4,101.0,9772.0,11040.0,11552.0,10080.0,7854.5,7735.0,0.12409044021299662,0.16859403530127728,-0.06804733727810651,-0.6029821399311814,-0.10206864671212296,0.22343255860649341,3.9810765883885324e-07,1.4055636896046673,0.045454545454545456,1.0463768115941934,0.7792162698412621,0.7673611111111035,0.022662889518413498,-0.011347860972782935,-11049.25,0.7114583333333269
-26.880278,26.965,19-01-2011,235.0,593.0,176.0,8695.0,9582.5,9354.5,14265.0,14182.0,11071.5,0.0029177066122965415,-0.1935449935828644,0.20790025191049769,2.3697036965543865,0.3118437764606266,0.00744094311712755,1.0171934263780713e-06,0.6756804399943542,-0.19635181884893596,0.9762066266631779,0.9941815632667298,0.7761303890641376,-0.012039921846121288,0.012398782704074473,-52410.875,1.4799895643099246
-27.273889,28.49,19-01-2011,63.114,149.5,11.0,8456.5,9060.0,9407.5,12333.0,9264.5,8181.0,0.14207662923949466,-0.011159922508117488,0.1345645224350866,1.3657158862798189,0.20184214157582447,0.27276767856348927,-2.0458042854443192e-05,0.9779264936046093,-0.1529939699901837,1.0383554083885096,0.7511959782696769,0.6633422524933053,0.01881684039528892,-0.05365989635467467,-26399.0,1.0225717439293485
-27.3,28.586944,19-01-2011,59.091,150.3,16.0,8561.0,9636.0,9929.5,14954.0,14753.0,11537.5,0.006766082068199392,-0.20980770019270897,0.20192095163461732,1.2166448738437696,0.30287534158495416,0.017123141798355692,1.041671566781588e-06,0.6531552904493957,-0.2162667751118341,1.0304586965545763,0.9865587802594558,0.7715327002808562,0.015000894431524803,0.024223248093780746,-55934.625,1.531029472810279
